DATABASE_NAME,SCHEMA_NAME,TABLE_NAME,COLUMN_NAME,DATA_TYPE,ORDINAL_POSITION
Data_Store_OLIDS_Alpha,OLIDS_MASKED,APPOINTMENT,id,TEXT,5
Data_Store_OLIDS_Alpha,OLIDS_MASKED,APPOINTMENT,lds_business_key,TEXT,6
Data_Store_OLIDS_Alpha,OLIDS_MASKED,APPOINTMENT,lds_dataset_id,TEXT,7
Data_Store_OLIDS_Alpha,OLIDS_MASKED,APPOINTMENT,record_owner_organisation_code,TEXT,8
Data_Store_OLIDS_Alpha,OLIDS_MASKED,APPOINTMENT,lds_datetime_data_acquired,TIMESTAMP_NTZ,9
Data_Store_OLIDS_Alpha,OLIDS_MASKED,APPOINTMENT,lds_initial_data_received_date,TIMESTAMP_NTZ,10
Data_Store_OLIDS_Alpha,OLIDS_MASKED,APPOINTMENT,lds_start_date_time,TIMESTAMP_NTZ,11
Data_Store_OLIDS_Alpha,OLIDS_MASKED,APPOINTMENT,organisation_id,TEXT,12
Data_Store_OLIDS_Alpha,OLIDS_MASKED,APPOINTMENT,patient_id,TEXT,13
Data_Store_OLIDS_Alpha,OLIDS_MASKED,APPOINTMENT,practitioner_in_role_id,TEXT,14
Data_Store_OLIDS_Alpha,OLIDS_MASKED,APPOINTMENT,schedule_id,TEXT,15
Data_Store_OLIDS_Alpha,OLIDS_MASKED,APPOINTMENT,start_date,TIMESTAMP_NTZ,16
Data_Store_OLIDS_Alpha,OLIDS_MASKED,APPOINTMENT,planned_duration,NUMBER,17
Data_Store_OLIDS_Alpha,OLIDS_MASKED,APPOINTMENT,actual_duration,NUMBER,18
Data_Store_OLIDS_Alpha,OLIDS_MASKED,APPOINTMENT,appointment_status_concept_id,TEXT,19
Data_Store_OLIDS_Alpha,OLIDS_MASKED,APPOINTMENT,patient_wait,NUMBER,20
Data_Store_OLIDS_Alpha,OLIDS_MASKED,APPOINTMENT,patient_delay,NUMBER,21
Data_Store_OLIDS_Alpha,OLIDS_MASKED,APPOINTMENT,date_time_booked,TIMESTAMP_NTZ,22
Data_Store_OLIDS_Alpha,OLIDS_MASKED,APPOINTMENT,date_time_sent_in,TIMESTAMP_NTZ,23
Data_Store_OLIDS_Alpha,OLIDS_MASKED,APPOINTMENT,date_time_left,TIMESTAMP_NTZ,24
Data_Store_OLIDS_Alpha,OLIDS_MASKED,APPOINTMENT,cancelled_date,TIMESTAMP_NTZ,25
Data_Store_OLIDS_Alpha,OLIDS_MASKED,APPOINTMENT,type,TEXT,26
Data_Store_OLIDS_Alpha,OLIDS_MASKED,APPOINTMENT,age_at_event,NUMBER,27
Data_Store_OLIDS_Alpha,OLIDS_MASKED,APPOINTMENT,age_at_event_baby,NUMBER,28
Data_Store_OLIDS_Alpha,OLIDS_MASKED,APPOINTMENT,age_at_event_neonate,NUMBER,29
Data_Store_OLIDS_Alpha,OLIDS_MASKED,APPOINTMENT,booking_method_concept_id,TEXT,30
Data_Store_OLIDS_Alpha,OLIDS_MASKED,APPOINTMENT,contact_mode_concept_id,TEXT,31
Data_Store_OLIDS_Alpha,OLIDS_MASKED,APPOINTMENT,is_blocked,BOOLEAN,32
Data_Store_OLIDS_Alpha,OLIDS_MASKED,APPOINTMENT,national_slot_category_name,TEXT,33
Data_Store_OLIDS_Alpha,OLIDS_MASKED,APPOINTMENT,context_type,TEXT,34
Data_Store_OLIDS_Alpha,OLIDS_MASKED,APPOINTMENT,service_setting,TEXT,35
Data_Store_OLIDS_Alpha,OLIDS_MASKED,APPOINTMENT,national_slot_category_description,TEXT,36
Data_Store_OLIDS_Alpha,OLIDS_MASKED,APPOINTMENT,csds_care_contact_identifier,TEXT,37
Data_Store_OLIDS_Alpha,OLIDS_MASKED,APPOINTMENT,person_id,TEXT,38
Data_Store_OLIDS_Alpha,OLIDS_MASKED,APPOINTMENT_PRACTITIONER,LakehouseDateProcessed,TEXT,1
Data_Store_OLIDS_Alpha,OLIDS_MASKED,APPOINTMENT_PRACTITIONER,LakehouseDateTimeUpdated,TIMESTAMP_NTZ,2
Data_Store_OLIDS_Alpha,OLIDS_MASKED,APPOINTMENT_PRACTITIONER,lds_record_id,TEXT,3
Data_Store_OLIDS_Alpha,OLIDS_MASKED,APPOINTMENT_PRACTITIONER,lds_id,TEXT,4
Data_Store_OLIDS_Alpha,OLIDS_MASKED,APPOINTMENT_PRACTITIONER,id,TEXT,5
Data_Store_OLIDS_Alpha,OLIDS_MASKED,APPOINTMENT_PRACTITIONER,lds_business_key,TEXT,6
Data_Store_OLIDS_Alpha,OLIDS_MASKED,APPOINTMENT_PRACTITIONER,lds_dataset_id,TEXT,7
Data_Store_OLIDS_Alpha,OLIDS_MASKED,APPOINTMENT_PRACTITIONER,lds_record_id_user,TEXT,8
Data_Store_OLIDS_Alpha,OLIDS_MASKED,APPOINTMENT_PRACTITIONER,record_owner_organisation_code,TEXT,9
Data_Store_OLIDS_Alpha,OLIDS_MASKED,APPOINTMENT_PRACTITIONER,lds_datetime_data_acquired,TIMESTAMP_NTZ,10
Data_Store_OLIDS_Alpha,OLIDS_MASKED,APPOINTMENT_PRACTITIONER,lds_initial_data_received_date,TIMESTAMP_NTZ,11
Data_Store_OLIDS_Alpha,OLIDS_MASKED,APPOINTMENT_PRACTITIONER,lds_start_date_time,TIMESTAMP_NTZ,12
Data_Store_OLIDS_Alpha,OLIDS_MASKED,APPOINTMENT_PRACTITIONER,appointment_id,TEXT,13
Data_Store_OLIDS_Alpha,OLIDS_MASKED,APPOINTMENT_PRACTITIONER,practitioner_id,TEXT,14
Data_Store_OLIDS_Alpha,OLIDS_MASKED,APPOINTMENT_PRACTITIONER,lds_end_date_time,TIMESTAMP_NTZ,15
Data_Store_OLIDS_Alpha,OLIDS_MASKED,DIAGNOSTIC_ORDER,LakehouseDateProcessed,TEXT,1
Data_Store_OLIDS_Alpha,OLIDS_MASKED,DIAGNOSTIC_ORDER,LakehouseDateTimeUpdated,TIMESTAMP_NTZ,2
Data_Store_OLIDS_Alpha,OLIDS_MASKED,DIAGNOSTIC_ORDER,lds_record_id,TEXT,3
Data_Store_OLIDS_Alpha,OLIDS_MASKED,DIAGNOSTIC_ORDER,lds_id,TEXT,4
Data_Store_OLIDS_Alpha,OLIDS_MASKED,DIAGNOSTIC_ORDER,id,TEXT,5
Data_Store_OLIDS_Alpha,OLIDS_MASKED,DIAGNOSTIC_ORDER,lds_business_key,TEXT,6
Data_Store_OLIDS_Alpha,OLIDS_MASKED,DIAGNOSTIC_ORDER,lds_dataset_id,TEXT,7
Data_Store_OLIDS_Alpha,OLIDS_MASKED,DIAGNOSTIC_ORDER,lds_datetime_data_acquired,TIMESTAMP_NTZ,8
Data_Store_OLIDS_Alpha,OLIDS_MASKED,DIAGNOSTIC_ORDER,lds_initial_data_received_date,TIMESTAMP_NTZ,9
Data_Store_OLIDS_Alpha,OLIDS_MASKED,DIAGNOSTIC_ORDER,lds_start_date_time,TIMESTAMP_NTZ,10
Data_Store_OLIDS_Alpha,OLIDS_MASKED,DIAGNOSTIC_ORDER,record_owner_organisation_code,TEXT,11
Data_Store_OLIDS_Alpha,OLIDS_MASKED,DIAGNOSTIC_ORDER,patient_id,TEXT,12
Data_Store_OLIDS_Alpha,OLIDS_MASKED,DIAGNOSTIC_ORDER,encounter_id,TEXT,13
Data_Store_OLIDS_Alpha,OLIDS_MASKED,DIAGNOSTIC_ORDER,practitioner_id,TEXT,14
Data_Store_OLIDS_Alpha,OLIDS_MASKED,DIAGNOSTIC_ORDER,parent_observation_id,TEXT,15
Data_Store_OLIDS_Alpha,OLIDS_MASKED,DIAGNOSTIC_ORDER,clinical_effective_date,TIMESTAMP_NTZ,16
Data_Store_OLIDS_Alpha,OLIDS_MASKED,DIAGNOSTIC_ORDER,date_precision_concept_id,TEXT,17
Data_Store_OLIDS_Alpha,OLIDS_MASKED,DIAGNOSTIC_ORDER,result_value,FLOAT,18
Data_Store_OLIDS_Alpha,OLIDS_MASKED,DIAGNOSTIC_ORDER,result_value_units,TEXT,19
Data_Store_OLIDS_Alpha,OLIDS_MASKED,DIAGNOSTIC_ORDER,result_date,DATE,20
Data_Store_OLIDS_Alpha,OLIDS_MASKED,DIAGNOSTIC_ORDER,result_text,TEXT,21
Data_Store_OLIDS_Alpha,OLIDS_MASKED,DIAGNOSTIC_ORDER,is_problem,BOOLEAN,22
Data_Store_OLIDS_Alpha,OLIDS_MASKED,DIAGNOSTIC_ORDER,is_review,BOOLEAN,23
Data_Store_OLIDS_Alpha,OLIDS_MASKED,DIAGNOSTIC_ORDER,problem_end_date,TIMESTAMP_NTZ,24
Data_Store_OLIDS_Alpha,OLIDS_MASKED,DIAGNOSTIC_ORDER,diagnostic_order_source_concept_id,TEXT,25
Data_Store_OLIDS_Alpha,OLIDS_MASKED,DIAGNOSTIC_ORDER,age_at_event,NUMBER,26
Data_Store_OLIDS_Alpha,OLIDS_MASKED,DIAGNOSTIC_ORDER,age_at_event_baby,NUMBER,27
Data_Store_OLIDS_Alpha,OLIDS_MASKED,DIAGNOSTIC_ORDER,age_at_event_neonate,NUMBER,28
Data_Store_OLIDS_Alpha,OLIDS_MASKED,DIAGNOSTIC_ORDER,episodicity_concept_id,TEXT,29
Data_Store_OLIDS_Alpha,OLIDS_MASKED,DIAGNOSTIC_ORDER,is_primary,BOOLEAN,30
Data_Store_OLIDS_Alpha,OLIDS_MASKED,DIAGNOSTIC_ORDER,date_recorded,TIMESTAMP_NTZ,31
Data_Store_OLIDS_Alpha,OLIDS_MASKED,DIAGNOSTIC_ORDER,person_id,TEXT,32
Data_Store_OLIDS_Alpha,OLIDS_MASKED,ENCOUNTER,LakehouseDateProcessed,TEXT,1
Data_Store_OLIDS_Alpha,OLIDS_MASKED,ENCOUNTER,LakehouseDateTimeUpdated,TIMESTAMP_NTZ,2
Data_Store_OLIDS_Alpha,OLIDS_MASKED,ENCOUNTER,lds_record_id,TEXT,3
Data_Store_OLIDS_Alpha,OLIDS_MASKED,ENCOUNTER,lds_id,TEXT,4
Data_Store_OLIDS_Alpha,OLIDS_MASKED,ENCOUNTER,id,TEXT,5
Data_Store_OLIDS_Alpha,OLIDS_MASKED,ENCOUNTER,lds_business_key,TEXT,6
Data_Store_OLIDS_Alpha,OLIDS_MASKED,ENCOUNTER,lds_datetime_data_acquired,TIMESTAMP_NTZ,7
Data_Store_OLIDS_Alpha,OLIDS_MASKED,ENCOUNTER,lds_initial_data_received_date,TIMESTAMP_NTZ,8
Data_Store_OLIDS_Alpha,OLIDS_MASKED,ENCOUNTER,lds_dataset_id,TEXT,9
Data_Store_OLIDS_Alpha,OLIDS_MASKED,ENCOUNTER,record_owner_organisation_code,TEXT,10
Data_Store_OLIDS_Alpha,OLIDS_MASKED,ENCOUNTER,person_id,TEXT,11
Data_Store_OLIDS_Alpha,OLIDS_MASKED,ENCOUNTER,patient_id,TEXT,12
Data_Store_OLIDS_Alpha,OLIDS_MASKED,ENCOUNTER,practitioner_id,TEXT,13
Data_Store_OLIDS_Alpha,OLIDS_MASKED,ENCOUNTER,appointment_id,TEXT,14
Data_Store_OLIDS_Alpha,OLIDS_MASKED,ENCOUNTER,episode_of_care_id,TEXT,15
Data_Store_OLIDS_Alpha,OLIDS_MASKED,ENCOUNTER,service_provider_organisation_id,TEXT,16
Data_Store_OLIDS_Alpha,OLIDS_MASKED,ENCOUNTER,clinical_effective_date,TIMESTAMP_NTZ,17
Data_Store_OLIDS_Alpha,OLIDS_MASKED,ENCOUNTER,date_precision_concept_id,TEXT,18
Data_Store_OLIDS_Alpha,OLIDS_MASKED,ENCOUNTER,location,TEXT,19
Data_Store_OLIDS_Alpha,OLIDS_MASKED,ENCOUNTER,encounter_source_concept_id,TEXT,20
Data_Store_OLIDS_Alpha,OLIDS_MASKED,ENCOUNTER,age_at_event,NUMBER,21
Data_Store_OLIDS_Alpha,OLIDS_MASKED,ENCOUNTER,age_at_event_baby,NUMBER,22
Data_Store_OLIDS_Alpha,OLIDS_MASKED,ENCOUNTER,age_at_event_neonate,NUMBER,23
Data_Store_OLIDS_Alpha,OLIDS_MASKED,ENCOUNTER,type,TEXT,24
Data_Store_OLIDS_Alpha,OLIDS_MASKED,ENCOUNTER,sub_type,TEXT,25
Data_Store_OLIDS_Alpha,OLIDS_MASKED,ENCOUNTER,admission_method,TEXT,26
Data_Store_OLIDS_Alpha,OLIDS_MASKED,ENCOUNTER,end_date,TIMESTAMP_NTZ,27
Data_Store_OLIDS_Alpha,OLIDS_MASKED,ENCOUNTER,date_recorded,TIMESTAMP_NTZ,28
Data_Store_OLIDS_Alpha,OLIDS_MASKED,ENCOUNTER,lds_start_date_time,TIMESTAMP_NTZ,29
Data_Store_OLIDS_Alpha,OLIDS_MASKED,ENCOUNTER,lds_end_date_time,TIMESTAMP_NTZ,30
Data_Store_OLIDS_Alpha,OLIDS_MASKED,EPISODE_OF_CARE,LakehouseDateProcessed,TEXT,1
Data_Store_OLIDS_Alpha,OLIDS_MASKED,EPISODE_OF_CARE,LakehouseDateTimeUpdated,TIMESTAMP_NTZ,2
Data_Store_OLIDS_Alpha,OLIDS_MASKED,EPISODE_OF_CARE,lds_record_id,TEXT,3
Data_Store_OLIDS_Alpha,OLIDS_MASKED,EPISODE_OF_CARE,lds_id,TEXT,4
Data_Store_OLIDS_Alpha,OLIDS_MASKED,EPISODE_OF_CARE,id,TEXT,5
Data_Store_OLIDS_Alpha,OLIDS_MASKED,EPISODE_OF_CARE,lds_business_key,TEXT,6
Data_Store_OLIDS_Alpha,OLIDS_MASKED,EPISODE_OF_CARE,lds_dataset_id,TEXT,7
Data_Store_OLIDS_Alpha,OLIDS_MASKED,EPISODE_OF_CARE,record_owner_organisation_code,TEXT,8
Data_Store_OLIDS_Alpha,OLIDS_MASKED,EPISODE_OF_CARE,lds_datetime_data_acquired,TIMESTAMP_NTZ,9
Data_Store_OLIDS_Alpha,OLIDS_MASKED,EPISODE_OF_CARE,lds_initial_data_received_date,TIMESTAMP_NTZ,10
Data_Store_OLIDS_Alpha,OLIDS_MASKED,EPISODE_OF_CARE,lds_start_date_time,TIMESTAMP_NTZ,11
Data_Store_OLIDS_Alpha,OLIDS_MASKED,EPISODE_OF_CARE,organisation_id,TEXT,12
Data_Store_OLIDS_Alpha,OLIDS_MASKED,EPISODE_OF_CARE,patient_id,TEXT,13
Data_Store_OLIDS_Alpha,OLIDS_MASKED,EPISODE_OF_CARE,person_id,TEXT,14
Data_Store_OLIDS_Alpha,OLIDS_MASKED,EPISODE_OF_CARE,episode_type_source_concept_id,TEXT,15
Data_Store_OLIDS_Alpha,OLIDS_MASKED,EPISODE_OF_CARE,episode_status_source_concept_id,TEXT,16
Data_Store_OLIDS_Alpha,OLIDS_MASKED,EPISODE_OF_CARE,episode_of_care_start_date,TIMESTAMP_NTZ,17
Data_Store_OLIDS_Alpha,OLIDS_MASKED,EPISODE_OF_CARE,episode_of_care_end_date,TIMESTAMP_NTZ,18
Data_Store_OLIDS_Alpha,OLIDS_MASKED,EPISODE_OF_CARE,care_manager_practitioner_id,TEXT,19
Data_Store_OLIDS_Alpha,OLIDS_MASKED,FLAG,LakehouseDateProcessed,TEXT,1
Data_Store_OLIDS_Alpha,OLIDS_MASKED,FLAG,LakehouseDateTimeUpdated,TIMESTAMP_NTZ,2
Data_Store_OLIDS_Alpha,OLIDS_MASKED,FLAG,lds_record_id,TEXT,3
Data_Store_OLIDS_Alpha,OLIDS_MASKED,FLAG,lds_id,TEXT,4
Data_Store_OLIDS_Alpha,OLIDS_MASKED,FLAG,id,TEXT,5
Data_Store_OLIDS_Alpha,OLIDS_MASKED,FLAG,lds_business_key,TEXT,6
Data_Store_OLIDS_Alpha,OLIDS_MASKED,FLAG,lds_dataset_id,TEXT,7
Data_Store_OLIDS_Alpha,OLIDS_MASKED,FLAG,record_owner_organisation_code,TEXT,8
Data_Store_OLIDS_Alpha,OLIDS_MASKED,FLAG,lds_datetime_data_acquired,TIMESTAMP_NTZ,9
Data_Store_OLIDS_Alpha,OLIDS_MASKED,FLAG,lds_initial_data_received_date,TIMESTAMP_NTZ,10
Data_Store_OLIDS_Alpha,OLIDS_MASKED,FLAG,lds_start_date_time,TIMESTAMP_NTZ,11
Data_Store_OLIDS_Alpha,OLIDS_MASKED,FLAG,person_id,TEXT,12
Data_Store_OLIDS_Alpha,OLIDS_MASKED,FLAG,patient_id,TEXT,13
Data_Store_OLIDS_Alpha,OLIDS_MASKED,FLAG,effective_date,TIMESTAMP_NTZ,14
Data_Store_OLIDS_Alpha,OLIDS_MASKED,FLAG,expired_date,TIMESTAMP_NTZ,15
Data_Store_OLIDS_Alpha,OLIDS_MASKED,FLAG,is_active,BOOLEAN,16
Data_Store_OLIDS_Alpha,OLIDS_MASKED,FLAG,flag_text,TEXT,17
Data_Store_OLIDS_Alpha,OLIDS_MASKED,LOCATION,LakehouseDateProcessed,TEXT,1
Data_Store_OLIDS_Alpha,OLIDS_MASKED,LOCATION,LakehouseDateTimeUpdated,TIMESTAMP_NTZ,2
Data_Store_OLIDS_Alpha,OLIDS_MASKED,LOCATION,lds_record_id,TEXT,3
Data_Store_OLIDS_Alpha,OLIDS_MASKED,LOCATION,lds_id,TEXT,4
Data_Store_OLIDS_Alpha,OLIDS_MASKED,LOCATION,id,TEXT,5
Data_Store_OLIDS_Alpha,OLIDS_MASKED,LOCATION,lds_business_key,TEXT,6
Data_Store_OLIDS_Alpha,OLIDS_MASKED,LOCATION,lds_dataset_id,TEXT,7
Data_Store_OLIDS_Alpha,OLIDS_MASKED,LOCATION,lds_datetime_data_acquired,TIMESTAMP_NTZ,8
Data_Store_OLIDS_Alpha,OLIDS_MASKED,LOCATION,lds_initial_data_received_date,TIMESTAMP_NTZ,9
Data_Store_OLIDS_Alpha,OLIDS_MASKED,LOCATION,lds_start_date_time,TIMESTAMP_NTZ,10
Data_Store_OLIDS_Alpha,OLIDS_MASKED,LOCATION,name,TEXT,11
Data_Store_OLIDS_Alpha,OLIDS_MASKED,LOCATION,type_code,TEXT,12
Data_Store_OLIDS_Alpha,OLIDS_MASKED,LOCATION,type_desc,TEXT,13
Data_Store_OLIDS_Alpha,OLIDS_MASKED,LOCATION,is_primary_location,BOOLEAN,14
Data_Store_OLIDS_Alpha,OLIDS_MASKED,LOCATION,house_name,TEXT,15
Data_Store_OLIDS_Alpha,OLIDS_MASKED,LOCATION,house_number,TEXT,16
Data_Store_OLIDS_Alpha,OLIDS_MASKED,LOCATION,house_name_flat_number,TEXT,17
Data_Store_OLIDS_Alpha,OLIDS_MASKED,LOCATION,street,TEXT,18
Data_Store_OLIDS_Alpha,OLIDS_MASKED,LOCATION,address_line_1,TEXT,19
Data_Store_OLIDS_Alpha,OLIDS_MASKED,LOCATION,address_line_2,TEXT,20
Data_Store_OLIDS_Alpha,OLIDS_MASKED,LOCATION,address_line_3,TEXT,21
Data_Store_OLIDS_Alpha,OLIDS_MASKED,LOCATION,address_line_4,TEXT,22
Data_Store_OLIDS_Alpha,OLIDS_MASKED,LOCATION,postcode,TEXT,23
Data_Store_OLIDS_Alpha,OLIDS_MASKED,LOCATION,managing_organisation_id,TEXT,24
Data_Store_OLIDS_Alpha,OLIDS_MASKED,LOCATION,open_date,DATE,25
Data_Store_OLIDS_Alpha,OLIDS_MASKED,LOCATION,close_date,DATE,26
Data_Store_OLIDS_Alpha,OLIDS_MASKED,LOCATION,is_obsolete,BOOLEAN,27
Data_Store_OLIDS_Alpha,OLIDS_MASKED,LOCATION_CONTACT,LakehouseDateProcessed,TEXT,1
Data_Store_OLIDS_Alpha,OLIDS_MASKED,LOCATION_CONTACT,LakehouseDateTimeUpdated,TIMESTAMP_NTZ,2
Data_Store_OLIDS_Alpha,OLIDS_MASKED,LOCATION_CONTACT,lds_record_id,TEXT,3
Data_Store_OLIDS_Alpha,OLIDS_MASKED,LOCATION_CONTACT,lds_id,TEXT,4
Data_Store_OLIDS_Alpha,OLIDS_MASKED,LOCATION_CONTACT,id,TEXT,5
Data_Store_OLIDS_Alpha,OLIDS_MASKED,LOCATION_CONTACT,lds_business_key,TEXT,6
Data_Store_OLIDS_Alpha,OLIDS_MASKED,LOCATION_CONTACT,lds_dataset_id,TEXT,7
Data_Store_OLIDS_Alpha,OLIDS_MASKED,LOCATION_CONTACT,lds_datetime_data_acquired,TIMESTAMP_NTZ,8
Data_Store_OLIDS_Alpha,OLIDS_MASKED,LOCATION_CONTACT,lds_initial_data_received_date,TIMESTAMP_NTZ,9
Data_Store_OLIDS_Alpha,OLIDS_MASKED,LOCATION_CONTACT,lds_start_date_time,TIMESTAMP_NTZ,10
Data_Store_OLIDS_Alpha,OLIDS_MASKED,LOCATION_CONTACT,location_id,TEXT,11
Data_Store_OLIDS_Alpha,OLIDS_MASKED,LOCATION_CONTACT,is_primary_contact,BOOLEAN,12
Data_Store_OLIDS_Alpha,OLIDS_MASKED,LOCATION_CONTACT,contact_type,TEXT,13
Data_Store_OLIDS_Alpha,OLIDS_MASKED,LOCATION_CONTACT,contact_type_concept_id,TEXT,14
Data_Store_OLIDS_Alpha,OLIDS_MASKED,LOCATION_CONTACT,value,TEXT,15
Data_Store_OLIDS_Alpha,OLIDS_MASKED,LOCATION_CONTACT,lds_end_date_time,TIMESTAMP_NTZ,16
Data_Store_OLIDS_Alpha,OLIDS_MASKED,MEDICATION_ORDER,LakehouseDateProcessed,TEXT,1
Data_Store_OLIDS_Alpha,OLIDS_MASKED,MEDICATION_ORDER,LakehouseDateTimeUpdated,TIMESTAMP_NTZ,2
Data_Store_OLIDS_Alpha,OLIDS_MASKED,MEDICATION_ORDER,lds_record_id,TEXT,3
Data_Store_OLIDS_Alpha,OLIDS_MASKED,MEDICATION_ORDER,lds_id,TEXT,4
Data_Store_OLIDS_Alpha,OLIDS_MASKED,MEDICATION_ORDER,id,TEXT,5
Data_Store_OLIDS_Alpha,OLIDS_MASKED,MEDICATION_ORDER,lds_business_key,TEXT,6
Data_Store_OLIDS_Alpha,OLIDS_MASKED,MEDICATION_ORDER,record_owner_organisation_code,TEXT,7
Data_Store_OLIDS_Alpha,OLIDS_MASKED,MEDICATION_ORDER,lds_datetime_data_acquired,TIMESTAMP_NTZ,8
Data_Store_OLIDS_Alpha,OLIDS_MASKED,MEDICATION_ORDER,lds_initial_data_received_date,TIMESTAMP_NTZ,9
Data_Store_OLIDS_Alpha,OLIDS_MASKED,MEDICATION_ORDER,lds_dataset_id,TEXT,10
Data_Store_OLIDS_Alpha,OLIDS_MASKED,MEDICATION_ORDER,organisation_id,TEXT,11
Data_Store_OLIDS_Alpha,OLIDS_MASKED,MEDICATION_ORDER,person_id,TEXT,12
Data_Store_OLIDS_Alpha,OLIDS_MASKED,MEDICATION_ORDER,patient_id,TEXT,13
Data_Store_OLIDS_Alpha,OLIDS_MASKED,MEDICATION_ORDER,medication_statement_id,TEXT,14
Data_Store_OLIDS_Alpha,OLIDS_MASKED,MEDICATION_ORDER,encounter_id,TEXT,15
Data_Store_OLIDS_Alpha,OLIDS_MASKED,MEDICATION_ORDER,practitioner_id,TEXT,16
Data_Store_OLIDS_Alpha,OLIDS_MASKED,MEDICATION_ORDER,observation_id,TEXT,17
Data_Store_OLIDS_Alpha,OLIDS_MASKED,MEDICATION_ORDER,allergy_intolerance_id,TEXT,18
Data_Store_OLIDS_Alpha,OLIDS_MASKED,MEDICATION_ORDER,diagnostic_order_id,TEXT,19
Data_Store_OLIDS_Alpha,OLIDS_MASKED,MEDICATION_ORDER,referral_request_id,TEXT,20
Data_Store_OLIDS_Alpha,OLIDS_MASKED,MEDICATION_ORDER,clinical_effective_date,TIMESTAMP_NTZ,21
Data_Store_OLIDS_Alpha,OLIDS_MASKED,MEDICATION_ORDER,date_precision_concept_id,TEXT,22
Data_Store_OLIDS_Alpha,OLIDS_MASKED,MEDICATION_ORDER,dose,TEXT,23
Data_Store_OLIDS_Alpha,OLIDS_MASKED,MEDICATION_ORDER,quantity_value,FLOAT,24
Data_Store_OLIDS_Alpha,OLIDS_MASKED,MEDICATION_ORDER,quantity_unit,TEXT,25
Data_Store_OLIDS_Alpha,OLIDS_MASKED,MEDICATION_ORDER,duration_days,NUMBER,26
Data_Store_OLIDS_Alpha,OLIDS_MASKED,MEDICATION_ORDER,estimated_cost,FLOAT,27
Data_Store_OLIDS_Alpha,OLIDS_MASKED,MEDICATION_ORDER,medication_name,TEXT,28
Data_Store_OLIDS_Alpha,OLIDS_MASKED,MEDICATION_ORDER,medication_order_source_concept_id,TEXT,29
Data_Store_OLIDS_Alpha,OLIDS_MASKED,MEDICATION_ORDER,bnf_reference,TEXT,30
Data_Store_OLIDS_Alpha,OLIDS_MASKED,MEDICATION_ORDER,age_at_event,NUMBER,31
Data_Store_OLIDS_Alpha,OLIDS_MASKED,MEDICATION_ORDER,age_at_event_baby,NUMBER,32
Data_Store_OLIDS_Alpha,OLIDS_MASKED,MEDICATION_ORDER,age_at_event_neonate,NUMBER,33
Data_Store_OLIDS_Alpha,OLIDS_MASKED,MEDICATION_ORDER,issue_method,TEXT,34
Data_Store_OLIDS_Alpha,OLIDS_MASKED,MEDICATION_ORDER,date_recorded,TIMESTAMP_NTZ,35
Data_Store_OLIDS_Alpha,OLIDS_MASKED,MEDICATION_ORDER,is_confidential,BOOLEAN,36
Data_Store_OLIDS_Alpha,OLIDS_MASKED,MEDICATION_ORDER,issue_method_description,TEXT,37
Data_Store_OLIDS_Alpha,OLIDS_MASKED,MEDICATION_ORDER,lds_start_date_time,TIMESTAMP_NTZ,38
Data_Store_OLIDS_Alpha,OLIDS_MASKED,MEDICATION_ORDER,lds_end_date_time,TIMESTAMP_NTZ,39
Data_Store_OLIDS_Alpha,OLIDS_MASKED,MEDICATION_STATEMENT,LakehouseDateProcessed,TEXT,1
Data_Store_OLIDS_Alpha,OLIDS_MASKED,MEDICATION_STATEMENT,LakehouseDateTimeUpdated,TIMESTAMP_NTZ,2
Data_Store_OLIDS_Alpha,OLIDS_MASKED,MEDICATION_STATEMENT,lds_record_id,TEXT,3
Data_Store_OLIDS_Alpha,OLIDS_MASKED,MEDICATION_STATEMENT,lds_id,TEXT,4
Data_Store_OLIDS_Alpha,OLIDS_MASKED,MEDICATION_STATEMENT,id,TEXT,5
Data_Store_OLIDS_Alpha,OLIDS_MASKED,MEDICATION_STATEMENT,lds_business_key,TEXT,6
Data_Store_OLIDS_Alpha,OLIDS_MASKED,MEDICATION_STATEMENT,record_owner_organisation_code,TEXT,7
Data_Store_OLIDS_Alpha,OLIDS_MASKED,MEDICATION_STATEMENT,lds_datetime_data_acquired,TIMESTAMP_NTZ,8
Data_Store_OLIDS_Alpha,OLIDS_MASKED,MEDICATION_STATEMENT,lds_initial_data_received_date,TIMESTAMP_NTZ,9
Data_Store_OLIDS_Alpha,OLIDS_MASKED,MEDICATION_STATEMENT,lds_dataset_id,TEXT,10
Data_Store_OLIDS_Alpha,OLIDS_MASKED,MEDICATION_STATEMENT,organisation_id,TEXT,11
Data_Store_OLIDS_Alpha,OLIDS_MASKED,MEDICATION_STATEMENT,person_id,TEXT,12
Data_Store_OLIDS_Alpha,OLIDS_MASKED,MEDICATION_STATEMENT,patient_id,TEXT,13
Data_Store_OLIDS_Alpha,OLIDS_MASKED,MEDICATION_STATEMENT,encounter_id,TEXT,14
Data_Store_OLIDS_Alpha,OLIDS_MASKED,MEDICATION_STATEMENT,practitioner_id,TEXT,15
Data_Store_OLIDS_Alpha,OLIDS_MASKED,MEDICATION_STATEMENT,observation_id,TEXT,16
Data_Store_OLIDS_Alpha,OLIDS_MASKED,MEDICATION_STATEMENT,allergy_intolerance_id,TEXT,17
Data_Store_OLIDS_Alpha,OLIDS_MASKED,MEDICATION_STATEMENT,diagnostic_order_id,TEXT,18
